,username,eye_color,hair,skin_tone,skin_type,skin_concerns,foundation_color,review,recommend,unhelpful,helpful,star
63,Trueblueatx,Brown,Black,Dark,Oily,Aging,420,"One word describes this foundation : flawless. I have used every foundation under the sun. I love, love, love this one. I am a neutral and it is hard for me to find the right neutral shade without looking a bit gray. Fenty gives this you this, your skin but better look. Somethings to note: 1. Shake the bottle well. 2. Put product on the back of your hand and then dot on your face. Usually it takes three pumps to reach optimal coverage. For me, one pump for each half of face and then one pump for my more discolored areas. 3. Product oxidizes slightly. For me, the shade looked too light and then turned into my natural color. 3. Use the pictures at FentyBeauty.com to gauge what your shade is and then get color matched. If you live far, look at YouTube to find ladies that where your usual foundations. Fenty is my new favorite!",1,7,65,100
64,itsjay,Brown,Black,Medium,Normal,Dullness,240,"I’m usually a MAC Studio Fix NC30 (or NC35 in summer). So, I researched online and people said that the shade closest to NC35 is the 240 shade, BUT if you are like me and in between he NC30 to NC35, I would definitely go for the lighter shade. People aren’t lying in these reviews when they say that this stuff oxidizes and has a very yellow base. Def opt for the more lighter/neutral color! That being said, I’m going to try the 220 shade and I will update my review when I see if that shade matches better. 1 star off for how yellow it is and because this stuff really does dry super quick. Which means my usual routine of just using my fingers to glide it around my face won’t give me the same seamless application I’m used to. I’m going to try another shade and try the Fenty brush for application, will update later! xox",1,4,37,80
65,Sprinkle91,Brown,Black,Fair,Combination,Acne,130,"Gave this foundation multiple tries and couldn't get it to work for my skin type. I have oily, acne prone, combination, and textured skin. It enlarged my pores no matter what primer I used and made me so self conscious because of how much it enhanced my skin concerns. I wouldn't recommend this to anyone who shares the same skin type.",0,4,37,20
66,natashaleigh,Green,Blonde,Fair,Dry,Acne,170,If your dry put a couple drops of oil on your beauty blender or brush and use an illuminating primer. Once I did that I loved this. Truly lasts all day long.,1,13,120,100
67,DominiqueCox,Unknown,Unknown,Tan,Combination,Unknown,230,"This foundation looks great when first applied, but it literally wears off SOOOO easily. I prime and set with urban decay and this make up was transferring on everything!!! I swear I rested my face on my hand maybe 5 times the one day and the make up was off of my entire cheek. It is not long-wear whatsoever and it's the absolute worst when it comes to transferring. Yes, it comes out nice looking at first, but by the middle of the day you will look blotchy and messed up if you touch your face even the slightest bit.",0,5,46,40
68,CMB8,Brown,Brunette,Dark,Normal,Unknown,420,The soft matte finish is sooo beautiful on the skin. I'm not a big foundation girl but this doesn't even feel like I have anything on my face. Also shade 420 is an excellent match for Mac NC50 girls.,1,42,386,100
69,Marissaleeharki,Hazel,Brunette,Fair,Combination,Redness,140,I love this product. I used with Laura mercier translucent loose powder and I didn’t have oil all day. I noticed a little bit of shine above my brows but nothing compared to the other foundations ive tried in the past.,1,1,9,100
70,jnn01,Green,Blonde,Porcelain,Combination,Acne,100,I am LIVING for this foundation. I am a foundation junkie that has tried and will try ever foundation that comes out and this one is the only one that has truly blown me away. It's an exact match for my skin tone and did not oxidize or go darker on me. It goes on beautifully and sets real fast to a matte finish but it's not cakey. It lasts me 10 hours with no touch ups needed. I have combo skin for reference.,1,4,36,100
71,lovelyleviosa,Brown,Black,Olive,Combination,Acne,310,"I have mixed feelings about this foundation. Positive attributes I’ve found are that it is very long lasting and very matte, which is something some people might not prefer, but I like how the matte coverage deals with my combination skin. Negative attributes are that it dries VERY quickly, so I have to pump it directly on my face instead of my hand, and it looks cakey in photos (I usually don’t put a lot). A mistake that I had with this product is that I used the color IQ I got during the summer and bought that shade in the winter, so it’s darker than me and I have to blend it into my collarbone area so it doesn’t look totally off. I would buy a lighter shade if I had the money to do so, but I don’t so I’m dealing with this until it matches me again. Overall, it’s a good product, but it isn’t that great.",1,3,27,80
72,adaoha,Brown,Black,Dark,Combination,Acne,430,"This foundation is THE best foundation I have personally ever tried! I initially got matched to 420, mistake. That made me not like the foundation as I felt it was turning up ashy on me. I returned it and decided to go the next shade up (430) which, unfortunately for me was out of stock for the LONGEST TIME! But I am so happy I did not give up on watching it. When it came back in stock I went to pick it up at a Sephora near me the next morning. I have oily/combination skin, more towards the oily side and this foundation lasts me a good 7-8 hours before I need to blot or touch up. This is my new go to foundation! To me, it's a very natural, light to medium coverage which is exactly what I like. And I feel it (somewhat) blurs my pores to a nice air brushed finish. It's a comfortable matte too, not too dry. I would highly recommend for people who love a natural touch for everyday use.",1,5,45,100
73,HilaryBanks,Brown,Brunette,Deep,Combination,Acne,390,Feels very light. Blends in perfectly -- I could wear it all day and I'm not big on foundation. This one is perfect!,1,5,45,100
74,sbukat22,Brown,Brunette,Tan,Oily,Acne,300,"I was nervous at first to try because I have a tendency to break out pretty badly with a lot of foundations, but I was very impressed with this foundation. It was very lightweight, and didn't feel like I had anything on when I tried it. It dries down matte, but it still looks and feels very much like skin, which I like. It does dry down fast so you have to blend quickly, but if you work in sections you should be fine. I also really appreciate the wide shade range, both for me (I have kinda weird undertones and I have a hard time finding foundations that match my skin tone), and for all the girls I saw who were at the darker and lighter ends of the spectrum and were able to find a match. I love this product and everything it represents.",1,1,9,100
